CN1721226	CAN总线	整车能量高
CN1418726	催化剂	具有比表面积大
CN1418725	催化剂	具有比表面积大
CN101081367	催化剂	具有催化活性高
CN1630122	催化剂	具有电催化活性高
CN101227000	催化剂	具有工艺简单
CN1630122	催化剂	具有原料来源丰富
CN100998948	催化剂	抗甲醇能力强
CN101087022	催化剂	颗粒容易
CN1994559	催化剂	空燃宽
CN1917261	催化剂	孔少
CN1909272	催化剂	孔少
CN1921194	催化剂	孔少
CN1909272	催化剂	孔微
CN1917261	催化剂	孔微
CN1921194	催化剂	孔微
CN1418725	催化剂	孔隙率高
CN1418726	催化剂	孔隙率高
CN101380584	催化剂	控性强
CN1721063	催化剂	控制反应温度低
CN101246963	催化剂	利用碳纳米管宽
CN1558460	催化剂	粒度分布窄
CN1832234	催化剂	流程少
CN1506162	催化剂	纳米碳管负载金属催化剂牢固
CN1917261	催化剂	耐久性燃料电池催化剂高
CN1937293	催化剂	能耗低
CN1397485	催化剂	起始温度低
CN1523695	催化剂	氢结合力弱
CN1964116	催化剂	氢气生成好
CN1288782	催化剂	缺陷大
CN101362094	催化剂	燃料电池方便
CN101087023	催化剂	燃料电池阴极催化剂高
CN1776945	催化剂	三相界面电极结构理想
CN101143330	催化剂	设备简单
CN1506162	催化剂	社会经济效益重要
CN1591943	催化剂	使铂昂贵
CN1397485	催化剂	使用温度范围宽
CN1768926	催化剂	使用温度区间宽
CN101116813	催化剂	寿命长
CN101116813	催化剂	寿命适用
CN1558460	催化剂	所得催化剂结晶好
CN100998948	催化剂	碳强
CN1418726	催化剂	特点低
CN1418725	催化剂	特点低
CN101224427	催化剂	特点低廉
CN1692072	催化剂	特性好
CN101306385	催化剂	条件温和
CN101269325	催化剂	稳定性高
CN101259436	催化剂	稳定性好
CN101224427	催化剂	稳定性好
CN1541936	催化剂	稳定性良好
CN1577927	催化剂	锡丰富
CN101114715	催化剂	性耐用
CN1418726	催化剂	性能分散
CN1418725	催化剂	性能分散
CN1719648	催化剂	性能好
CN1418725	催化剂	性能好
CN1418726	催化剂	性能好
CN1541936	催化剂	选择性高
CN101171711	催化剂	氧出色
CN1523695	催化剂	氧结合力强
CN1578700	催化剂	氧气结合不利
CN1964116	催化剂	一氧化碳转化率好
CN1577927	催化剂	乙醇燃料电池性能直接
CN1578700	催化剂	影响不利
CN1697219	催化剂	用材料资源丰富
CN101306385	催化剂	优点低
CN101081367	催化剂	优点低
CN101227000	催化剂	优点低廉
CN1541936	催化剂	优点廉价
CN1630122	催化剂	优点优异
CN1396308	催化剂	原材料资源广泛
CN101197445	催化剂	原料资源丰富
CN101362093	催化剂	制备催化剂方法工艺简单
CN101087022	催化剂	制备催化剂好
CN1677729	催化剂	制备方法简便
CN1832234	催化剂	制备方法简单
CN1721063	催化剂	制备方法简单
CN100998948	催化剂	制备方法简单
CN101224427	催化剂	制备方法简单
CN1994560	催化剂	制备工艺简单
CN101116813	催化剂	制备工艺简单
CN101306385	催化剂	制备工艺简单
CN1832233	催化剂	制备工艺简单
CN1396308	催化剂	制备工艺简单
CN1397485	催化剂	制备流程简单
CN1788847	催化剂	重复性好
CN1489232	催化剂	重现性好
CN101116813	催化剂	重整转化率高
CN101116813	催化剂	重整转化率热
CN101116813	催化剂	阻力小
CN101300699	催化剂层	条件湿
CN1438073	催化剂体	耐久性高效催化剂体热
CN1817456	催化剂载体	成本低
CN1817456	催化剂载体	成本简单
CN1817456	催化剂载体	制备工艺简单
CN1832232	催化剂制备方法	流程少
CN101116814	催化剂制备方法	寿命长
CN101116814	催化剂制备方法	寿命适用
CN1832232	催化剂制备方法	制备方法简单
CN101116814	催化剂制备方法	制备工艺简单
CN101116814	催化剂制备方法	重整转化率高
CN101116814	催化剂制备方法	重整转化率热
CN101116814	催化剂制备方法	阻力小
CN1035246	催眠罩	发明造价低廉
CN1035246	催眠罩	感觉黑暗
CN1167158	淬火剂	工人好
CN1167158	淬火剂	铅锭少
CN1226086	存储单元	尺寸小
CN101282855	存储单元	控制功能启动电平
CN101257103	存储装置	结构容易
CN1910066	搭载构造	配线冗长
CN1910066	搭载构造	同时冗长
CN1338400	达控制器	保护功效不良
CN1338400	达控制器	改善起动冲力大
CN1338400	达控制器	克服换相电流大
CN1338400	达控制器	问题大
CN101050865	打火机	优点明显
CN1320742	打印用纸	胶纸相近
CN1320742	打印用纸	纸表面平滑
CN1320742	打印用纸	字迹线条清晰度高
CN101112871	大巴顶部	安全性高
CN101314378	代步车	车性能好
CN101028848	代步车	还有行驶平稳
CN1736789	代步车	选择简易
CN101028848	代步车	优点小
CN101028848	代步车	占据空间小
CN101229818	代步车辆	结构合理
CN101229818	代步车辆	行驶安全
CN101229818	代步车辆	造价低廉
CN101229818	代步车辆	造价简单
CN101058329	代步机	具有体积小
CN101058329	代步机	特点方便
CN201205935	单车亭	具有结构简单
CN201205935	单车亭	缺陷大
CN201205935	单车亭	优点小
CN201205935	单车亭	占地面积小
CN201205935	单车亭	中小城市大
CN1603661	单元结构	安装高
CN101037132	单元结构	安装高
CN101037132	单元结构	混合动力车发动机单元高
CN1603661	单元结构	混合动力车发动机单元高
CN101371389	弹性部件	时间工作长
CN101371389	弹性部件	条件少
CN1730345	挡雨棚	结构合理
CN1730345	挡雨棚	具有安装方便
CN1730345	挡雨棚	实用特点安全
CN201110368	档	具有结构简单
CN201110368	档	可靠性高
CN201110368	档	特点高
CN1609479	档方法	电机困难
CN1609479	档方法	换档困难
CN1593976	档控制方法	换档过程品质好
CN1593976	档控制方法	离合器长
CN1438137	档控制方法	提高驾驶舒适
CN1438137	档控制方法	性舒适
CN1614803	导电部件	层薄
CN101048911	导电材料	空隙多
CN1944535	导电材料	体系高
CN101048911	导电材料	毡密度低
CN1944535	导电材料	质子导电性好
CN101171712	导电基质	氧好
CN1564014	导电率	测试装置简单
CN1606585	导电膜	化学优异
CN1606585	导电膜	性质热
CN1835264	导流板	加工易
CN1835264	导流板	强度高
CN101054196	导体材料	合成时间短
CN101054196	导体材料	合成温度低
CN101054196	导体材料	可重复性好
CN1349267	低铂载量	铂用量明显
CN1349267	低铂载量	制备工艺简单
CN101222190	低温电池	电能高
CN1748348	电变流器	电压值平均
CN201030802	电车	充电时间短
CN201030802	电车	电池废
CN201030802	电车	使用寿命长
CN201030802	电车	驶里程长
CN201161540	电车空调	使用寿命长
CN201161540	电车空调	噪声低
CN101228654	电池	安全性优越
CN201183553	电池	安装方便
CN1728421	电池	比率高
CN101393802	电池	材料来源广泛
CN1797828	电池	成本低
CN101393802	电池	成本低
CN101202361	电池	成本低
CN1767255	电池	成本低廉
CN201038234	电池	成本低廉
CN201160101	电池	成本费用少
CN201038234	电池	成本高
CN101300711	电池	充电快
CN1435908	电池	充电时安全性好
CN201204230	电池	充电速度快
CN1268782	电池	充电效率高
CN1121264	电池	充电优异
CN1767255	电池	充放电循环寿命劣
CN1268782	电池	出活性物质高
CN101393802	电池	处独特
CN1723575	电池	处理简单
CN101393802	电池	次电池能量密度大
CN101106186	电池	存在电池高
CN1521882	电池	电池盖板紧密
CN2640052	电池	电池盖板紧密
CN1734825	电池	电池高
CN1194614	电池	电池价格少
CN101253639	电池	电池模组少
CN1121264	电池	电池内阻低
CN1521882	电池	电池体牢固
CN2640052	电池	电池体牢固
CN1418385	电池	电池温度低
CN1933212	电池	电动车辆方便
CN101393802	电池	电压强电流放电高
CN101379650	电池	电阻低
CN101199079	电池	多孔质耐热
CN1207703	电池	发明电化学电池好
CN101393802	电池	发明独特
CN1933212	电池	发明巧妙
CN201204230	电池	放电小
CN1268782	电池	高温储存时优异
CN101202361	电池	高温性能优异
CN101202361	电池	工艺简单
CN1694281	电池	固定牢固
CN101034754	电池	规模微生物燃料电池堆大
CN201038241	电池	规模微生物燃料电池堆大
CN201174324	电池	环境有利
CN201112435	电池	极板板面高
CN1521882	电池	极芯牢固
CN2640052	电池	极芯牢固
CN101106186	电池	技术问题佳
CN1734824	电池	价格低
CN1734825	电池	价格低
CN1471191	电池	检测剩余容量容易
CN2620387	电池	检测实时
CN1290046	电池	接合工序简单
CN1933212	电池	结构简单
CN101106186	电池	结构简单
CN1665058	电池	结构简单
CN2158580	电池	结构简单
CN201038234	电池	结构简单
CN1797828	电池	结构简单
CN1293460	电池	结构紧凑
CN1477727	电池	具有电极有效面积利用率高
CN1494175	电池	具有电极有效面积利用率高
CN201204230	电池	具有寿命长
CN1734824	电池	具有重量轻
CN101379650	电池	可靠性电池制造方法高
CN1527795	电池	快速充放电特性优异
CN1728421	电池	锂高
CN1268782	电池	利用率高
CN1734825	电池	磷酸基锂金属化合物成本低
CN1933212	电池	旅行箱一般
CN101106186	电池	率充放电时发热量低
CN101106186	电池	率充放电时发热严重
CN101202361	电池	密度实
CN1665058	电池	膜湿润
CN101312241	电池	耐久性优异
CN2158580	电池	能量密度高
CN1307735	电池	能量转换效率工作最高
CN1307735	电池	能量转换效率最高
CN1418385	电池	情形低
CN1245982	电池	燃料电池紧凑
CN1734824	电池	容量大
CN101300711	电池	容量低
CN1521882	电池	生产工艺简便
CN2640052	电池	生产工艺简便
CN201204230	电池	时间长
CN1734825	电池	使用安全性好
CN201174324	电池	使用寿命长
CN201174324	电池	是充电时间短
CN101393802	电池	寿命长
CN2158580	电池	特点低
CN1734824	电池	特点低
CN1245982	电池	提供小型紧凑
CN1477727	电池	体积小
CN1494175	电池	体积小
CN101388471	电池	通风口安全
CN201112435	电池	相对宽
CN1194614	电池	效率高
CN1728421	电池	形成充放电循环特性优异
CN1521882	电池	性能安全
CN201038234	电池	性能安全
CN1523700	电池	性能安全
CN2640052	电池	性能安全
CN201038234	电池	性能高
CN1521882	电池	性能高
CN2640052	电池	性能高
CN201038234	电池	性能技术问题安全
CN101106186	电池	循环性能佳
CN1119350	电池	循环优异
CN1734825	电池	氧化性弱
CN1477727	电池	优点轻
CN1494175	电池	优点轻
CN1521882	电池	优点突出
CN2640052	电池	优点突出
CN2158580	电池	造价低
CN1418385	电池	蒸发速度低
CN101202361	电池	正极材料高
CN1734825	电池	制备电池循环性能好
CN101253639	电池	制造容易
CN1494175	电池	重量轻
CN1477727	电池	重量轻
CN201130866	电池包	安全性高
CN101222078	电池包	安全性高
CN201130866	电池包	充放电循环寿命长
CN101222078	电池包	充放电循环寿命长
CN101222078	电池包	价格低
CN201130866	电池包	价格低
CN101212031	电池包	结构紧凑
CN1856892	电池车辆	极限板厚
CN1736749	电池车辆	谋求车辆低
CN1736749	电池车辆	重心低
CN1450678	电池单元	性持久
CN1450678	电池单元	性耐蚀
CN1761092	电池电极	加工成本低廉
CN1744360	电池电极	气体好
CN1761092	电池电极	使电池结构紧凑
CN1761092	电池电极	使用工艺过程简单
CN1309819	电池电源	程度复杂
CN101117382	电池电源	耐氧化劣
CN1309819	电池电源	燃料电池电源成本少
CN201117729	电池堆	具有结构简单
CN2747711	电池盖	安全系数高
CN2747711	电池盖	使用寿命长
CN1679191	电池隔板	部分优异
CN1679191	电池隔板	成为密封性优异
CN1679191	电池隔板	加入密封特性优异
CN1679191	电池隔板	挠性方面性能优异
CN1679191	电池隔板	热塑性树脂优异
CN1624951	电池隔膜	电化学性能高
CN201117697	电池盒	功效迅速
CN1734808	电池盒	结构简单
CN1734808	电池盒	冷却效果好
CN1734808	电池盒	密封性好
CN1789048	电池架	存在装卸不便
CN1789048	电池架	具有装卸方便
CN101209668	电池轿车	具有散热效果好
CN1292935	电池壳体	耳设置凸
CN201163636	电池模块	安装方便
CN101308908	电池模块	安装方便
CN1819318	电池模块	尺寸显著
CN1901262	电池模块	导致电机运行快
CN200959348	电池模块	导致电机运行快
CN1812182	电池模块	电池模块充电高
CN200959348	电池模块	负载轻
CN1901262	电池模块	负载轻
CN201160087	电池模块	价格低
CN201226364	电池模块	具有结构简单
CN201163636	电池模块	可以根据情况灵活
CN101308908	电池模块	可以根据情况灵活
CN1490890	电池模块	冷却性能高
CN1652381	电池模块	品质稳定性好
CN1652381	电池模块	散热性好
CN1901262	电池模块	时燃料电池轻
CN200959348	电池模块	时燃料电池轻
CN1812182	电池模块	使单元电池组件冷却效率优
CN101308908	电池模块	是结构简单
CN201163636	电池模块	是结构简单
CN1490890	电池模块	外壳高
CN1819318	电池模块	小化危险
CN1901262	电池模块	氧化剂流少
CN200959348	电池模块	氧化剂流少
CN201160087	电池模块	一致性好
CN201160087	电池模块	运行少
CN101022178	电池模型	计算量少
CN101022178	电池模型	收敛速度快
CN101022178	电池模型	优点高
CN101022178	电池模型	准确度高
CN101194381	电池模组	比起传统不易
